average_rating,# num_pages,ratings_count,text_reviews_count
3.59,207,110,4
4,496,4762,260
4.16,589,109,13
3.83,240,1904,74
4.13,240,11184,692
3.71,240,491,26
4.13,369,354,35
3.83,300,26,1
4.13,280,19,0
3.83,288,1,0
4.03,565,323,11
3.83,112,66,9
3.19,340,118,11
3.22,335,345,28
3.93,440,37,3
3.68,137,34909,4423
4.03,217,474,53
4.05,36,22,2
4.15,40,4030,498
3.77,12,22,5
3.99,24,108,4
3.98,10,39,7
3.43,320,4314,480
3.31,233,89,4
4.13,128,4791,205
3.63,400,2,1
4.13,96,258,19
3.78,288,4701,280
3.99,159,4911,497
3.99,160,1367,115
3.99,191,614,69
3.99,235,61,5
3.82,51,27,2
3.82,224,969,50
3.63,260,932,38
4.15,649,2022,146
3.64,382,8415,352
3.77,380,5981,196
3.74,464,4218,199
3.49,320,5213,172
3.72,400,2207,67
4.05,560,195,24
4.3,123,348,19
3.89,246,560816,7311
3.89,224,286,18
3.78,198,3067,175
3.72,179,9244,691
3.82,227,3119,190
3.83,194,5385,286
3.55,112,25,2
3.8,214,2840,152
4.09,333,2229,239
4.02,105,686,86
4.24,567,49,2
3.93,192,86,14
3.71,187,233,9
3.55,288,22,1
2.62,80,8,2
3.22,288,32,2
2.78,0,8,2
3.23,183,10,1
3.32,72,1,1
3.67,158,453,8
4.04,808,1968,148
4.01,342,350060,20137
3.81,192,183750,4114
4.19,928,853,39
3.59,659,34,0
3.93,416,454,38
4.13,0,45,1
3.84,320,60,4
3.63,208,321,20
4.1,256,178632,4441
4.1,5,130,20
4.1,272,61,6
4.51,237,28,0
4,320,7463,90
4.07,336,4248,49
3.89,336,4012,30
4.33,304,22,0
4.22,220,17081,288
4.19,272,18011,344
4,169,39447,3871
3.82,372,4646,598
4.17,208,25759,573
4.2,383,18779,263
4.25,202,23943,513
4.11,320,485,32
4.05,184,580,28
4.06,144,31,1
3.67,390,54,7
3.57,184,110,9
4.03,234,1401,168
3.72,222,8220,744
3.51,288,48218,4137
3.93,134,3539,251
4.2,256,11357,1713
4.11,370,83792,3970
4.33,6,70,13
4.35,497,3305,18
4.39,450,193,14
3.99,496,1216,195
3.99,447,276,35
4.04,224,895,66
3.67,166,3,1
3.86,498,34,4
3.29,169,24,2
3.78,699,1303,109
3.78,26,345,134
3.93,320,3936,254
4.12,480,5964,333
4.33,336,46,8
4.25,504,753,32
4.38,354,142,9
3.38,124,48,0
4.07,645,46,3
3.88,32,118,1
4.07,51,77,2
4.07,462,171,12
4.07,517,641,50
4.07,229,1079,75
3.92,265,66,6
4.37,176,377,28
4.36,333,510,42
3.64,48,11,0
4,208,231,11
4.09,64,62,5
4.06,144,151,14
4.05,144,124,4
4.22,96,0,0
3.86,144,93,8
4,560,204,12
3.99,348,75,6
3.71,32,68,14
3.62,368,16,0
3.92,24,71,1
4.33,188,6,1
3.25,134,10,0
3.69,224,51,6
4.47,200,15,1
3.7,160,40,2
3.52,160,43,3
3.4,135,13,0
3.81,327,687,29
4.06,576,28164,675
4.22,456,197,19
3.76,390,271,52
4.22,456,190,21
3.8,528,34586,669
3.91,456,343,47
3.78,520,63160,1198
3.94,578,53411,1166
3.76,640,42096,664
3.81,368,1569,40
3.3,79,746,48
4.6,200,8273,137
4.56,200,12344,188
4.22,491,972,108
4.22,448,133127,4334
4.22,488,248,46
4.22,433,3598,331
4.22,488,43,5
0,228,0,0
5,304,1,0
3.81,288,2789,350
3.87,224,3122,227
3.89,288,1831,220
3.42,272,30,4
3.51,160,196,33
3.79,288,456,29
3.49,192,227,34
3.63,820,22066,1346
3.95,279,1548,147
3.68,1176,897,132
3.68,1192,329,52
3.68,1074,908,139
3.68,1168,79,12
4.04,422,34805,1005
4.18,224,889,42
4.13,224,1589,117
3.43,224,1797,147
3.63,368,578094,9893
3.65,388,74093,1841
3.76,387,97984,2359
3.77,407,93132,2049
3.79,359,108789,2041
3.63,320,2069,233
3.23,307,337,60
3.89,296,38,5
3.56,224,44,9
4.09,324,93,18
4.24,1487,2116,48
4.1,420,495,34
3.3,288,27,0
3.87,1138,11,1
4.42,273,7701,229
3.92,640,13159,227
4.04,223,103,16
4.19,176,114,3
4.34,1838,9079,126
4.33,125,9,1
3.81,416,35714,1678
3.94,128,296,8
3.33,119,75,6
4.41,749,964,148
4.27,306,1895,129
4.35,400,3648,138
3.8,397,3319,115
4.29,288,2103,158
4.34,256,498,41
4.2,330,44,10
4.18,320,393,18
4.45,261,622,73
3.75,726,70,6
3.43,472,26172,2495
3.43,475,85,5
4.17,544,623,19
3.67,224,55,4
3.79,480,91,20
4.24,153,135456,7571
4.25,187,54242,2194
4.4,96,1681,49
4.24,76,60931,368
4.43,88,15,2
3.85,84,8182,651
3.85,144,13738,1068
4.26,520,6422,978
4.29,335,19570,1726
4.15,557,31770,1212
4.31,469,128211,4147
3.12,367,6004,700
3.94,451,63691,1399
4,336,10943,421
4.23,1007,137790,2209
4.22,304,212,32
3.79,507,14126,842
4.07,118,2432,154
3.82,385,14093,386
4.1,73,402,29
4.39,272,6658,164
4.12,323,15364,595
3.86,327,1233,120
3.82,229,73452,3235
3.3,448,175,26
3.88,735,84,5
4.04,288,60966,2261
3.74,389,18030,524
4.03,415,323,36
4.04,558,17,0
4.24,556,57,3
3.98,376,3,0
3.74,459,22,3
3.82,322,24973,770
3.96,288,40488,1129
3.78,318,7077,132
4.22,282,61277,2187
3.87,324,53777,1891
3.72,219,23529,824
3.87,288,29942,1021
3.87,341,38620,1401
3.81,271,21076,623
3.72,80,843,52
4.03,318,29644,1046
3.77,300,5005,189
3.79,62,402,39
4.36,527,898,8
4.16,642,345,11
4.08,146,188,25
4.42,912,5073,184
3.71,211,3240,315
4.31,685,19,1
4.21,348,831,55
4.09,267,635,106
4.09,56,775,94
4.14,186,29,3
4.1,176,840,121
4.04,1,28,7
4.09,40,186,11
4.07,162,297,28
3.75,206,3015,219
4.22,384,352,45
3.73,234,1316,119
4.33,1369,598,46
4.33,316,3118,189
4.11,230,20,3
4.03,120,5874,492
4.15,232,27619,1513
3.88,277,11220,627
4.37,480,265,21
4.06,254,1412,176
3.45,461,14403,1158
3.47,405,563,26
3.56,329,445,30
3.6,313,1296,79
3.51,362,422,27
3.69,309,160,9
3.79,512,943,70
3.26,384,271,17
3.58,96,89,8
4.22,169,270,11
3.83,272,784,116
3.9,348,310177,12732
3.9,451,647,46
4.23,188,1729,89
4.09,320,233448,7827
3.63,320,5137,340
4.49,1296,1755,60
4.3,226,1321,214
4.06,432,309,29
4.3,261,104,10
3.73,375,121607,4379
4.25,328,55,0
4.16,512,5012,471
4.25,666,1758,208
4.36,687,848,57
3.66,464,336,32
3.99,200,1662,115
3.93,340,190147,9326
3.66,416,23892,673
4,314,239,26
4.09,304,1499,61
4.06,284,4143,508
4.06,397,291489,14358
3.5,16,8,0
3.88,528,16394,995
4.01,128,93,11
4.26,393,912,53
4.2,417,41,7
4.17,165,39058,2467
3.72,181,432,19
3.93,300,3874,185
4.23,128,2887,166
4.03,272,4585,177
3.69,349,3341,402
3.69,368,53,12
2.51,450,1476,325
3.91,368,37,5
4.16,368,29642,4007
3.75,48,403,83
4.13,368,27166,603
3.51,304,34,3
4.34,120,167,15
3.84,0,28,3
3.84,333,21822,1222
3.7,138,57,6
3.77,288,33499,2409
3.6,347,264,50
3.63,174,252,46
3.85,384,1656,85
3.38,420,53961,4368
3.98,457,45,1
3.78,576,9217,475
3.92,434,10167,433
3.71,679,1,0
3.56,224,4616,256
3.53,191,1639,99
3.4,320,2479,147
3.89,157,1985,222
4.13,192,321,34
3.85,209,3216,211
4.16,240,556,33
3.69,272,958,46
3.59,192,566,37
3.51,129,1571,134
3.7,283,32277,938
3.47,546,16691,655
3.38,240,14407,323
3.58,208,51555,2434
3.38,257,24,2
4.24,48,9166,742
4.07,343,3165,318
3.96,135,25,3
3.44,142,5028,409
3.48,192,92,15
4.01,272,4451,187
4.31,151,359,27
3.95,320,525,65
3.45,304,702,21
3.72,288,965,96
3.89,351,163,15
3.89,351,1539,207
3.56,144,16711,982
3.7,192,2412,196
3.89,372,4537,467
4.5,92,2,0
3.2,165,5,0
3.85,180,96,2
3.98,309,65,1
3.98,0,2,0
4.03,416,1065,56
4.09,301,18,2
3.66,150,51,2
4.13,415,104,4
3.77,179,54,1
3.56,304,1330,96
3.91,241,13984,899
3.65,178,3293,246
3.77,238,2416,137
3.91,233,76,4
3.65,94,95,7
3.62,192,946,80
3.78,245,9669,448
3.65,272,8354,366
3.74,228,11491,241
2,109,0,0
3.75,104,3,0
3.74,202,29,1
3.74,298,36,5
3.88,512,180,7
4.08,183,14024,265
3.95,688,22443,254
3.98,408,9103,295
3.82,120,594,35
4.1,275,23906,579
3.96,358,1708,23
3.43,187,16,0
4.02,512,8158,801
4.09,408,4595,290
4.18,382,44560,1252
4.17,224,235,26
4.17,152,52011,763
3.53,32,87,13
3.42,368,63741,3888
3.86,0,25,1
4.04,568,11944,280
4.03,640,4827,118
3.68,208,126,15
3.27,192,11,1
4.01,675,12996,225
3.82,202,4682,145
4.05,749,12910,158
4.13,1260,164,4
4.01,796,192,11
3.98,240,190,11
3.71,224,37,6
3.95,581,1637,118
3.91,784,388,29
4.11,643,53977,1310
3.88,326,10519,366
4.04,385,10834,408
4.14,368,1460,23
4.25,939,23573,790
4.17,642,10137,225
3.55,126,85,12
3.92,611,8104,671
4.18,1139,15260,878
4.17,32,6689,381
3.9,261,3493,397
3.98,291,1532,202
3.83,218,40,1
3.87,218,942,48
4.15,542,61,3
4.49,709,26465,264
4.47,709,825,56
4.03,480,1321,53
3.68,391,1336,237
3.95,432,499,36
4.01,320,62,12
3.58,5,80,19
4.18,54,547,32
3.74,272,1285,180
4.1,272,211616,4988
4.09,3,144,34
0,222,0,0
4.33,214,3359,195
4.33,214,30,7
4.42,296,2454,120
4.33,232,213,19
4.11,532,1328143,26386
4.21,0,19,5
4.21,1191,177,38
3.95,256,1435,93
4.21,454,230,35
3.93,272,813,50
3.89,272,839,57
4.21,958,36300,992
4.38,368,97,11
4.21,1152,14,4
4.25,438,3802,210
4.08,424,2474,77
4.22,333,59877,4253
3.97,366,13688,376
3.92,374,951,152
4.25,270,8014,421
4.31,174,13,2
4.06,243,217,25
3.95,362,37,1
3.74,309,99,8
4.07,416,8383,292
3.66,405,159,16
3.68,495,42,4
4.01,352,453,42
4.02,523,2811,298
3.86,358,1291,84
3.8,432,6278,320
3.8,391,29,7
3.66,160,47,12
3.33,24,21,4
4.25,277,58,9
4.24,320,9482,801
4.25,209,9963,898
4.3,32,15,4
3.52,414,216,37
3.81,32,34,8
3.59,192,81,6
4.37,288,95,4
4.03,288,10711,756
3.86,442,1187,184
3.21,275,572,37
3.22,256,381,21
3.52,262,391,31
3.66,208,51316,2431
3.89,40,503,173
3.78,520,5651,89
4.03,35,294,45
4.07,208,1291,146
3.88,362,187,18
3.91,520,59,8
3.78,640,7,1
3.91,448,15,0
4.06,384,275,35
3.45,304,1028,147
3.81,461,1400,59
3.65,401,519878,17366
4.07,233,28222,928
4.02,256,352,32
3.8,161,162,10
3.78,180,143,16
3.92,432,9450,267
3.82,232,677,44
4.4,784,2870,145
3.4,6,40,14
3.95,224,346,49
4.5,640,2,0
4.12,638,482,68
4.05,84,624,30
4.12,792,19,1
4.12,526,2,0
4.12,782,141,10
3.26,364,13,7
3.35,480,8049,617
3.9,652,629,79
3.77,432,44468,166
3.74,527,15490,669
3.95,352,1669,60
3.89,324,1982,75
3.85,256,215,26
4.01,368,991,30
3.98,144,947,31
3.86,180,694,38
4.12,533,3973,170
3.83,208,291,26
3.94,288,220,5
4.28,271,281,38
3.97,273,214954,5302
3.8,224,290,10
3.97,5,66,20
3.83,379,697,74
3.9,364,10432,579
3.74,933,1447,222
4,272,1563,73
4.13,455,35,3
3.55,162,28,5
4.21,792,468,22
4.07,720,1106,143
4.07,24,53,10
4.08,236,1377,56
4.07,555,759,83
3.67,513,56882,2585
3.65,449,163786,4231
4.13,544,4704,76
4.33,320,160056,10972
3.56,344,6312,873
4.04,823,2805,153
4.41,969,599010,15978
3.31,178,22358,1773
3.5,44,2740,153
4.23,1504,2577,459
3.96,605,69965,1423
3.69,57,4320,166
3.94,2,170,9
3.89,320,43,7
3.96,576,256862,3697
3.81,890,113304,1873
3.99,11,55,9
3.76,128,1243,94
3.93,864,61981,763
3.89,736,147964,2836
4.2,16,342,102
3.79,304,49,3
4.23,404,22,5
3.92,0,144,8
3.7,432,185847,2537
3.89,224,181,10
3.7,320,147510,1394
3.83,251,53,2
4,688,44804,1151
3.93,427,80350,2534
4.14,478,6241,37
3.99,326,1273,85
4.14,370,397285,6090
4.11,704,58529,477
3.85,179,19917,620
3.69,608,79457,1485
4.14,368,122,11
3.95,253,2663,187
3.92,761,262,17
4.13,735,2229,189
3.95,256,144,15
3.99,409,119820,1604
3.76,411,168523,1911
4.14,346,13083,538
4.1,1099,5892,140
3.84,265,23734,1157
3.82,96,1367,155
3.85,320,219,18
3.67,240,1271,96
3.74,289,2066,119
4.12,496,1254,74
3.92,351,92,8
4.12,476,10,3
4.18,264,18866,502
4.18,275,213,11
3.89,96,57,2
3.84,48,57,7
4.06,576,640,39
3.99,464,20,5
3.78,544,42,3
3.78,704,200734,11952
3.72,286,381,60
4.16,640,45,8
3.8,368,2896,156
3.68,352,1184,64
3.36,445,2548,98
3.52,576,5983,387
3.94,96,58,1
3.69,242,20796,1593
3.53,409,2747,461
3.53,508,44,9
3.93,736,1085,75
3.89,320,1621,106
4,16,5,1
3.55,276,11116,952
3.95,112,149,13
3.56,447,2974,145
3.94,104,45,1
3.91,384,327,66
3.73,248,14366,872
3.56,200,6930,369
3.34,272,5269,321
4.17,402,463,34
3.71,229,604,82
3.94,512,403,31
4.17,556,268,29
4.03,644,190,13
3.81,336,138,8
3.8,8,274,60
3.8,336,164,26
3.8,293,210197,6087
4.15,563,5910,641
4.07,438,2870,232
4.22,576,581,55
4.08,345,2480,328
4.09,234,1503,109
4.19,496,83,6
4.12,736,678,39
4.3,58,4996,516
4.16,179,4,0
4.16,256,193,17
4.12,814,14933,529
3.53,312,841,120
3.99,369,126672,8179
3.97,206,1268,149
4.15,293,130,22
4.15,352,1625,164
3.98,341,136,16
4.23,330,93,4
3.78,176,13037,1222
3.68,144,5043,308
3.42,130,29566,2135
4.1,752,84,4
3.77,336,5860,162
4.08,624,10747,277
3.95,112,1017,36
4.14,720,2898,115
3.99,295,31796,882
3.99,586,94903,1613
4.1,675,99410,2654
3.94,896,2317,126
4.16,275,38829,2246
3.94,454,642,109
3.72,384,772,34
3.67,340,1851,308
3.69,220,90,4
4.19,320,20635,722
3.6,453,38397,2394
3.49,416,106201,4970
3.57,400,40649,2471
3.54,369,45142,2431
3.2,346,26836,1795
3.81,434,65364,2981
4.01,512,237587,8741
4.07,423,950402,29367
3.85,356,201921,4860
4.41,320,656,35
4.1,197,110140,6625
3.97,340,169,24
4.21,40,0,0
3.78,128,23,2
3.9,352,1605,55
3.84,250,186851,6064
3.91,403,124543,4823
3.89,232,79,10
4.22,850,627194,33535
4.44,980,100326,3845
3.46,144,119,16
4.27,1443,120981,4947
3.89,346,5,0
4.32,743,1018,109
3.9,254,48,5
3.88,348,23,2
3.87,352,77,2
3.87,352,91,3
3.72,231,984,101
4.45,1180,189,13
3.94,507,46181,1869
4.47,1110,88,7
4.49,1148,326,11
4.09,320,1001,61
4.54,1020,72,6
3.86,320,1433,113
4.11,371,1211,66
4.39,870,188662,7865
4.35,880,140945,5450
4.07,577,11191,471
3.69,368,31557,1305
4.22,864,2319,319
3.92,624,530,61
3.88,160,177,26
4.3,288,1051,47
4.02,336,8287,227
4.16,321,89961,1689
4.04,548,39,1
4.16,762,18,2
3.85,207,85800,3071
3.67,628,9596,567
4.11,590,7916,825
4.11,534,1448,164
4.1,112,127,7
3.74,268,3143,130
3.81,744,7819,332
4.16,537,180,5
3.8,295,12696,574
3.67,400,3852,204
3.77,148,7050,349
4.17,372,1777,44
3.95,304,7535,433
3.8,72,1774,141
4.17,348,1373,39
3.98,214,4537,511
4.24,292,141,25
3.86,535,431,36
4.06,48,0,0
4.04,91,8,2
4.15,64,0,0
4.11,200,17,0
4.18,320,329,28
3.6,123,25,1
3.66,160,201,10
3.87,272,18795,2052
4.4,432,4122,684
4.03,352,4752,366
3.81,384,1042,46
3.55,375,179,16
3.56,298,57,9
3.56,432,170,9
4.26,767,425445,7931
4.26,778,3605,264
4.26,31,198,24
4.26,1425,1446,142
4.26,766,1099,53
4.32,227,7316,647
4.32,191,233819,5696
4.32,227,644,64
4.32,190,136,12
4.22,224,116735,4760
4.22,172,90,13
3.69,276,198,26
4.01,265,27,1
4.13,208,915,66
3.9,318,1416,105
3.87,81,11790,907
3.93,320,486,34
3.84,109,6778,412
4.13,464,922,61
3.55,288,15,1
3.55,254,53,5
3.82,469,223,16
4.04,206,472,48
3.98,300,711,48
4.14,324,44546,2993
3.63,304,17234,1078
3.7,279,7,1
4.19,281,3859,284
4.17,112,21,3
4.19,281,2364,192
4.19,272,62,5
3.92,528,12428,722
3.88,296,4502,329
4.1,576,176,17
3.94,432,1353,104
3.62,270,1754,148
3.84,391,964,81
3.76,320,575,44
4.23,576,1023,36
4.07,512,2045,209
4.19,480,1092,40
4.2,512,1441,66
3.73,204,3511,299
3.42,108,12,2
4.34,672,1047,50
3.4,224,297,31
3.43,192,305,16
3.96,8,37,12
4.17,609,736,76
4.17,607,155967,8928
3.44,342,2462,139
3.69,291,1067,61
4.02,600,15327,830
3.69,243,1,0
3.9,884,15056,664
4.17,709,34995,1141
3.71,464,5610,235
3.73,208,871,80
3.67,397,56,15
3.82,462,1406,68
4.03,296,227040,11194
3.95,353,64823,2849
4.03,383,515,70
4.16,64,35251,571
3.96,167,1700,68
3.75,196,4008,177
4.15,274,27396,482
4.01,261,74,10
4.22,379,28,2
4.05,224,9438,235
4.25,151,4360,156
4.63,48,21,4
3.77,252,10761,430
3.73,224,7095,399
3.81,360,617,54
4.04,337,69036,2402
4.01,216,121960,4679
4.4,232,12284,384
3.8,229,389,45
3.8,229,1234,115
3.8,229,14,2
3.9,192,43673,2148
3.9,174,3140,303
4.09,337,781,43
3.9,174,428,44
3.9,208,2,0
3.9,174,636,82
3.92,431,11,0
3.92,320,15105,396
4.29,912,12,1
4.18,606,40624,1649
4.18,575,34,11
3.76,400,8218,1427
3.66,320,238,26
3.76,560,283,37
4.08,898,412,21
3.76,454,20904,732
3.88,1346,57,11
3.99,352,3704,304
4.1,573,300,12
4.1,184,8,0
3.81,428,5741,288
3.95,293,819,56
4.2,268,3,0
3.95,197,26,2
3.91,243,39387,684
4.49,464,176881,9453
4.41,345,8090,137
4.44,342,8624,171
4.43,346,7928,142
4.32,337,10520,349
4.44,384,12798,285
4.48,640,689,34
4.5,400,12171,264
4.37,384,24407,835
4.41,358,9530,164
4.46,344,12187,200
4.42,544,17969,755
4.18,159,34613,1925
4.11,157,4314,222
4.27,181,9697,368
4.29,230,21140,854
4.11,124,1063,68
3.78,303,0,0
4.08,240,2329,173
3.82,195,7763,832
3.98,304,22157,1248
4.11,576,1204,74
4.25,356,23498,1407
4.38,510,838,101
4.03,448,129,11
3.81,368,167,31
4.08,297,13,3
4.19,295,425928,9038
3.47,213,802,60
3.86,487,6760,367
4.15,368,10953,472
4.15,384,6071,325
4.08,416,2168,115
4.2,369,31846,2313
3.9,999,57,8
4.02,608,33,6
4.22,410,19,0
3.56,357,0,0
3.32,436,3,0
3.71,464,5,0
4.16,672,3,0
3.9,690,8,1
3.9,960,77,11
3.84,157,4,1
3.85,992,35589,429
3.89,274,1361,19
3.79,580,1070,85
4.02,680,5,0
4.28,956,140,23
4.22,418,535,24
3.9,496,8960,213
3.93,400,4674,215
3.9,416,3048,118
4.05,603,8478,309
3.87,432,2242,97
4.35,580,17365,1709
3.93,435,4335,112
3.87,538,5715,143
4.28,956,44348,2350
3.9,565,95,11
3.57,342,1554,51
3.57,335,3671,87
3.63,400,20474,431
4.45,281,270,7
4.44,592,197440,4222
3.95,566,1857,117
3.62,688,130976,1505
3.91,376,229,11
3.92,402,145883,2279
4.26,80,27417,851
3.5,411,98,6
4.07,66,33816,232
4.33,384,1072,142
4.21,447,911271,13460
4.01,483,266312,5513
4.22,496,167,10
4.09,433,1277,59
3.76,469,105027,1186
3.7,304,2575,205
4.29,812,489,6
3.49,272,58,9
3.82,640,71168,1286
3.58,264,1962,179
3.63,66,11151,244
4.11,692,1064,81
3.86,317,79294,1798
3.99,424,581,87
4.33,96,1438,24
4.34,613,55,3
3.86,350,50,13
4.3,821,301,17
4.25,690,462,38
4.16,299,73,3
4.31,732,13647,462
4.28,256,3412,253
4.19,84,8808,211
3.91,402,1488,57
3.65,224,442,25
4.22,54,111,12
3.73,239,161,15
3.58,182,789,126
3.92,432,44929,2873
3.8,323,4759,316
3.85,451,6712,462
3.9,336,3092,189
4.26,1520,1492,148
3.17,320,3405,404
3.97,640,803,54
3.44,272,1943,146
3.58,302,12,2
3.97,608,13038,381
4.01,32,88,5
3.68,448,126,18
3.76,256,912,118
3.69,496,457,28
3.83,388,437,85
4.27,693,12040,515
3.78,356,11391,946
3.57,463,30085,2806
3.91,466,6109,408
3.45,161,6669,409
3.55,296,4422,247
3.55,282,7,0
3.84,687,362,39
4.3,669,2863,45
4.15,398,5013,147
4.21,547,41,6
4.21,160,359,17
4.21,276,577,29
3.59,279,23912,1034
3.86,224,25,1
3.89,507,369,34
3.65,292,7,0
3.47,226,3141,489
4.06,472,29,7
3.87,384,24534,1368
3.82,219,33029,4298
3.77,399,1573,212
4.03,268,2145,234
4.08,510,23,3
3.92,827,21099,1329
3.86,320,55787,2544
3.99,456,1,0
3.64,200,2099,158
3.43,454,3542,229
3.4,112,288,24
3.24,128,6943,478
3.9,520,49863,1163
3.9,428,211,25
3.9,450,64,4
3.9,597,277,18
3.9,457,17,3
3.23,288,2599,286
3.71,576,2591,218
3.75,436,2084,116
3.79,528,873,93
3.54,464,3425,351
3.56,154,54,7
3.46,292,1154,132
3.34,181,5722,787
3.85,451,122,8
3.85,504,48,3
3.85,618,57,10
3.86,384,396,39
3.8,332,50,2
3.56,90,19910,1105
3.96,359,15659,577
4.01,203,373,40
4.11,278,320,8
3.99,310,515,34
1,134,2,0
4.17,288,0,0
4.24,162,294,38
3.97,480,82,5
3.7,567,551,31
4.04,96,378,51
3.83,327,0,0
3.66,224,7,0
3.76,352,5971,248
4.27,912,163,13
4.01,659,61,6
3.93,230,107519,3525
3.81,336,1701,182
4.11,1207,85855,2483
4.31,32,8471,344
3.52,272,1432,116
3.85,586,14372,727
3.75,288,2643,129
4.19,793,96,10
4.19,444,25512,627
4.2,342,494,45
3.88,480,6043,355
4.05,436,77935,3417
4.09,495,21181,644
4.07,414,756,42
4.13,528,757,47
4.15,468,36843,1124
3.52,122,2340,105
4.12,231,698,97
4.02,288,2968,233
4.23,430,497,36
4.1,224,10,1
3.89,346,1979,134
4.36,128,106,8
3.75,220,241,12
3.75,299,880,48
3.53,268,17,2
3.47,352,16,3
3.96,165,1897,75
4.34,656,813,30
4.14,320,8830,240
4.05,147,50175,1636
4.16,334,130,5
3.97,159,1411,77
4.2,288,2356,100
4,206,361,52
3.84,160,3,0
4.36,892,414,34
4.12,134,246,20
3.84,244,245,29
3.51,436,5080,171
4.19,411,30779,1305
4.01,434,14737,535
4.27,309,2317,237
4.2,499,18938,700
3.89,313,9553,262
4.2,496,16393,408
3.92,343,10338,316
4.2,655,24,3
3.89,80,57,3
3.17,280,72,9
3.59,544,2392,544
3.82,384,29,2
3.66,361,1812,151
3.4,208,33,2
3.74,288,12,0
3.3,128,117,16
4.18,940,259,21
4.03,432,1060,94
3.98,90,304,22
4.42,1050,127,11
3.91,313,898,131
3.68,96,173,25
3.32,192,17,0
3.84,362,1472,86
4.25,412,373135,14874
3.75,224,277,33
4.25,384,4204,468
4.25,318,96,10
4.23,464,10629,180
3.75,368,2215,161
4.06,142,12924,370
4.23,256,223,35
4.16,114,69,3
4.01,160,846,27
4.35,654,3498,136
4.05,315,264,25
4.13,208,1970,36
4.07,179,31450,693
4,408,4,0
3.83,124,1576,62
4,128,3,0
4.04,160,5459,99
4.01,224,5209,74
4.11,105,174,9
3.95,224,2888,63
3.86,96,204,18
4.02,272,5789,96
4.11,176,3498,89
3.91,80,618,22
3.71,200,6,0
4.11,386,17,2
4.09,248,1924,90
3.93,416,18348,1046
3.91,262,1515,103
3.73,82,13,0
3.94,74,96,8
3.91,120,6558,165
4.18,336,4900,102
4.16,92,77,6
4.06,476,5872,727
4.06,479,508,81
3.78,267,33,3
3.8,80,5,2
4.26,32,236,51
4.1,80,1096,219
4,260,4533,145
3.95,504,336,21
4.25,347,9904,628
3.96,400,300,26
3.94,192,322,23
4.14,604,7620,528
3.99,368,745,59
3.62,455,21233,799
3.89,304,565,17
4.39,32,8969,304
4.31,607,1361,66
3.88,342,690,63
4.27,49,33004,236
4.31,1036,6044,53
4.13,514,249,30
3.98,107,229601,2297
3.98,192,3242,322
3.29,96,0,0
3.78,88,9,0
3.9,122,1997,171
3.9,194,572,49
4.5,328,2,2
4.13,112,275,19
4.29,608,103,23
3.99,82,221,20
3.85,8,40,7
4.5,224,4,1
4.07,128,309,22
4.32,608,626,45
3.79,160,5789,197
3.9,565,94,10
4.28,512,6612,211
4.29,336,1764,55
3.84,60,11368,363
3.45,342,11,3
3.43,272,5,0
3.55,312,16,4
4.25,336,4,1
3.39,279,579306,10008
3.39,241,5471,219
3.63,768,2446,116
3.39,400,1361,69
3.39,224,107,8
3.39,538,532,11
3.39,240,8,0
4.15,1272,493,19
4.06,384,1139,38
3.98,92,201,20
4.22,396,62,4
4.11,862,3144,73
4.02,240,43587,1024
4.17,292,786,27
4.19,32,60,7
4.01,608,6672,470
4.32,205,0,0
3.95,366,11866,1295
3.95,383,2,0
3.95,445,2,0
3.88,197,25289,1303
3.42,256,1468,133
4.03,479,4856,318
3.75,240,2653,232
3.85,640,88,14
3.9,485,3160,343
3.86,464,12598,534
4.02,656,272,35
3.95,214,2857,118
4.38,285,1738,20
3.92,133,2885,101
4.23,453,20628,837
3.91,811,2040,240
4.43,288,23,3
3.83,546,323,25
4.12,278,774,56
3.92,304,545,114
4.1,384,423,33
3.79,256,80,8
4.27,380,172,14
3.92,355,859,74
3.85,390,5655,389
4.01,1056,1679,132
3.51,339,23,2
3.67,254,1,0
4.05,711,3922,251
3.94,644,10780,712
4.19,896,751,42
3.76,160,17,0
4.19,1092,86,9
4.12,1107,84,5
3.13,477,2258,346
3.94,721,20541,599
4.07,1056,15185,916
3.31,218,67,11
3.66,304,2447,182
4.07,336,3274,299
3.93,462,11,2
3.79,320,219,33
3.89,240,729,77
3.72,255,2757,117
3.96,160,6166,539
4.13,309,114408,5872
4.43,1038,319,15
3.88,299,4186,125
3.79,338,8589,383
3.58,222,711,83
4.18,667,87327,2559
4.09,352,63,9
3.94,144,1790,143
3.86,107,2293,138
3.72,144,2478,99
3.43,250,905,25
3.16,288,963,116
4.34,617,550,39
4.11,288,16883,1525
3.91,255,7086,606
4.03,113,11177,829
4.16,205,3071,368
3.56,216,4734,965
4.2,177,4046,336
4.06,352,18609,864
3.62,166,1518,106
4.19,251,20993,1647
3.98,255,13718,1025
4.06,304,970,179
3.81,164,497,80
4.29,211,6720,296
3.98,368,105432,2599
4,416,64285,1625
3.64,432,1767,118
3.75,239,80,18
4.21,715,557,77
4.21,637,20,2
4.21,628,9,2
4.15,400,8532,377
4.29,544,2026,97
4.25,608,1691,106
3.78,132,1312,76
3.98,302,874,34
3.9,188,74,8
4.23,622,7003,196
4.17,1012,259,27
4.37,980,288,10
4.04,106,461,49
3.97,1,84,24
3.6,436,419,56
4.06,368,100,10
4.06,104,2605,214
